Company Name,Company Website,Company Location,Sector,Classification,Source
Sri Krishna Sweets,https://srikrishnasweets.com/,"Jawaharlal Nehru Rd, Mettuppalayam, West Jafferkhanpet, Chennai, Tamil Nadu 600083  Chennai",IT/Business Services,Company,OpenStreetMap
Stone Bench Pvt Ltd,https://www.stonebench.co.in/,12th Avenue Ashok Nagar Chennai,IT/Business Services,Company,OpenStreetMap
Ashok Nagar Pharmacy,https://business.google.com/website/ashok-nagar-pharmacy,"28, 12th St, Mettuppalayam, Ashok Nagar, Chennai, Tamil Nadu 600083  Chennai",IT/Business Services,Company,OpenStreetMap
New Avalon,https://new-avalon.business.site/,"New No 35, 12th Ave, Ashok Nagar, Chennai, Tamil Nadu 600083  Chennai",IT/Business Services,Company,OpenStreetMap
Sunaadalahari,https://www.sunaadalahari.org/,CP Ramaswamy Road  Chennai,IT/Business Services,Company,OpenStreetMap
Supergas AutoLPG,https://www.supergas.com/auto-lpg,Chennai,Electric/Energy,Company,OpenStreetMap
Dhanyam organic shop,https://dhanyam.in/,Indira Nagar 3rd Ave  Chennai,IT/Business Services,Company,OpenStreetMap
Dhanyam Organic store,https://dhanyam.in/,Velachery Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sham's Rheumatic Care Centre,https://www.rheumatologistchennai.in/dr-shams-rheumatic-care,"Door No. - 107, Lakshamana Swamy Salai, Next to Punjab National Bank, K. K Nagar West  Chennai",IT/Business Services,Company,OpenStreetMap
ABHI'S SKIN AND JOINT CLINIC,https://www.abhiskinandjointclinic.com/dr-sriram,"Thiyagaraja Complex, No 853, Ground Floor, Poonamallee High Road, Kilpauk  Chennai",IT/Business Services,Company,OpenStreetMap
OnePlus Experience Store,https://www.oneplus.in/,Sir Thyagaraya Road  Chennai,IT/Business Services,Company,OpenStreetMap
Fresh Baked Goodness,https://freshbakedgoodness.com/,"3rd Street, East Abhiramapuram, Mylapore  Chennai",IT/Business Services,Company,OpenStreetMap
Kilo Biriyani,https://kilob.in/,"Semmancheri, Thazhambur, Tamil Nadu 600130  Chennai",IT/Business Services,Company,OpenStreetMap
Aarthi Scans & Labs,https://aarthiscan.com/,1st Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
HDFC Home Loans Velachery Branch,https://www.hdfc.com,"Balaji Nagar, Velachery Main Road  Chennai",IT/Business Services,Company,OpenStreetMap
The Thickshake Factory,https://thethickshakefactory.com//ind/,Chennai,IT/Business Services,Company,OpenStreetMap
OvenFresh,https://ovenfresh.co/,Chennai,IT/Business Services,Company,OpenStreetMap
Toni & Guy,https://essensuals.com/,Medavakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Co-optex,https://cooptex.gov.in/,Ayyappan Kovil Street  Chennai,IT/Business Services,Company,OpenStreetMap
Sakthi Cars,https://www.sakthicars.com,Inner Ring Road  Chennai,IT/Business Services,Company,OpenStreetMap
Zupersoft Solution PVT Ltd,https://zuper.co/,"Prakasam Street, Gangai Karai Puram, T. Nagar  Chennai",IT/Business Services,Company,OpenStreetMap
Jacob Scientifics - Head Office,http://www.jacobscientifics.com,Madipakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Adyar Student Xerox,https://www.printpro.in,Medavakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Pooja Garments,https://sareeshopchennai.com/,"Rangarajapuram Main Rd, Kodambakkam  Chennai",IT/Business Services,Company,OpenStreetMap
Research Centre,https://www.ssn.edu.in/research-centre-ssn-institutions/,"EEE Block, SSN College of Engineering, Kalavakkam  Chennai",IT/Business Services,Company,OpenStreetMap
Shastra Cards Private Limited,http://www.shastracards.com/,Bazullah Road T. Nagar Chennai,IT/Business Services,Company,OpenStreetMap
baqala store,https://www.baqala.store,"Rajiv Gandhi Salai, Egattur,  Chennai",IT/Business Services,Company,OpenStreetMap
Schatz Enterprises Private Limited,https://schatzmarkets.com/,"5th Avenue, Shanthi Colony,  Chennai",Business/Consulting,Company,OpenStreetMap
Pumpkin Tales,https://pumpkintales.com/,Bheemana Garden Street  Chennai,IT/Business Services,Company,OpenStreetMap
Old Madras Baking Company,https://www.ombc.in,Kasturibai Nagar 1st Cross Street  Chennai,IT/Business Services,Company,OpenStreetMap
4 Squares Dentistry,https://www.4squaresdentistry.in/dental-clinic-gowrivakkam/,"New Kunagkurichi, Gowriwakkam, Sembakkam  Chennai",IT/Business Services,Company,OpenStreetMap
Little Italy,https://www.littleitaly.in/,Besant Nagar 17th Cross Street  Chennai,IT/Business Services,Company,OpenStreetMap
Thaker Opticals,https://thakeropticals.com/,"Gopathy Narayanaswami Road, Teynampet, T. Nagar  Chennai",IT/Business Services,Company,OpenStreetMap
Mahalakshmi Fashions,http://www.mahalakshmifashions.shop/,P.A.N Rajarathinam Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sukkubhai Biryani,https://www.sukkubhaibiryani.com,Railway Station Road  Chennai,IT/Business Services,Company,OpenStreetMap
Valeo India Private Limited,https://www.valeo.com,Rajiv Gandhi Salai  Chennai,IT/Business Services,Company,OpenStreetMap
The Chennai Mobiles,https://thechennaimobiles.com/,"Rajiv Gandhi Street, Navalur  Chennai",IT/Business Services,Company,OpenStreetMap
Coal Barbecues,https://linktube.com/coalbarbecues,"Rajiv Gandhi Salai, Navalur, OMR  Chennai",IT/Business Services,Company,OpenStreetMap
Kalpataru,https://www.kalpatarutrading.com/,Nellikuppam Road  Chennai,IT/Business Services,Company,OpenStreetMap
Trimble Information Technologies India Pvt Ltd,https://www.trimble.com/en/,Chennai,IT/Business Services,Company,OpenStreetMap
Alchemy Media Marketing,https://alchemy-media-marketing.com,Rukmani Road  Chennai,IT/Business Services,Company,OpenStreetMap
Wildlife Warden,https://guindypark.com/,Chennai,IT/Business Services,Company,OpenStreetMap
roja muthiah research library,https://rmrl.in/,"3rd cross street,Rajiv Gandhi IT Expressway  Chennai",Electric/Energy,Company,OpenStreetMap
Leo Packers and Movers Chennai,https://leopackersandmovers.com,Chennai,IT/Business Services,Company,OpenStreetMap
Aran Empire Private Limited,https://www.araninternational.com/,"Sri Ganesh Nagar, Athanancherry, Padappai  Chennai",IT/Business Services,Company,OpenStreetMap
Novac Technology Solutions,https://www.novactech.in/,"Statesman One, Ramakrishna Mutt Rd  Chennai",IT Services,Company,OpenStreetMap
Kotak Mahindra Bank,https://www.kotak.com/en/home.html,"Rajaji Road, West Tambaram  Chennai",IT/Business Services,Company,OpenStreetMap
Mercedes-Benz Titanium Motors,https://www.titaniummotors.mercedes-benz.co.in/,Anna Salai (Mount Road)  Chennai,IT/Business Services,Company,OpenStreetMap
Circuits 99,https://www.circuits99.co.in/,Besant Avenue Road  Chennai,Hardware,Company,OpenStreetMap
Arasu Infotech,arasuinfotechservices.com,"1st and 2nd floor, Om sakthi nagar, Kasi Towers, Mettukuppam, Vanagaram  Chennai",IT Services,Company,OpenStreetMap
RTL-Academy,www.rtlacademy.org,"1st Street, Sigamani Nagar  Chennai",Business/Consulting,Company,OpenStreetMap
Lakshmi Pain and Palliative CareTrust,http://www.lakshmitrust.org,Poonamallee High Road  Chennai,IT/Business Services,Company,OpenStreetMap
Kapi Kottai,https://kapikottai.coffee/,Chennai,IT/Business Services,Company,OpenStreetMap
TecEx India Private Limited,https://tecex.com/,"Little Mount, Kotturpuram  Chennai",IT Services,Company,OpenStreetMap
Iss relocations,https://iss-relocations.com/,Chennai,Logistics,Company,OpenStreetMap
Sree Tantric Astrology,https://sreetantricastrology.com,Bazullah Road  Chennai,IT/Business Services,Company,OpenStreetMap
Truckrr Information services,https://www.truckrr.com/,"New MGR Road, Veeramamunivar, 1st street  Chennai",IT/Business Services,Company,OpenStreetMap
Greens Suite,greenssuite2021@gmail.com,Varasidhi Vinayakar Koil Street  Chennai,IT/Business Services,Company,OpenStreetMap
Namma Veedu Vasanta Bhavan,http://www.vasantabhavan.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Phenix Academy,http://www.phenixacademy.com/,Velachery Bypass Road  Chennai,IT/Business Services,Company,OpenStreetMap
Smile Squad Dental Clinic,https://www.smilesquaddentistry.com/,"Dr.Anna Street, Ambedkar Nagar, Medavakkam  Chennai",IT/Business Services,Company,OpenStreetMap
Pro badminton academy,https://pro-badminton-academy.business.site/,"NIK Avenue,Omr, Rajiv Gandhi salai  Chennai",Electric/Energy,Company,OpenStreetMap
ILJIN AUTOMOTIVE PVT. LTD.,https://www.iljin.com,"B1&B2 Sipcot Industrial Park, Irrungattukottal  Chennai",IT/Business Services,Company,OpenStreetMap
MilkyUpizise,https://dev-milkyupizise.pantheonsite.io,Annai builders ashtalakshmi nagar gudalur marai malai nagar  Chennai,IT/Business Services,Company,OpenStreetMap
TEJAS PARTY HALL,https://tejaspartyhall.blogspot.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Bay6 Restobar,https://www.bay6chennai.com/,6th Avenue  Chennai,IT/Business Services,Company,OpenStreetMap
efiletax,https://www.efiletax.in/,"18th Main Road, Anna Nagar West  Chennai",IT/Business Services,Company,OpenStreetMap
Poorvika Mobiles Tambaram - Mudichur,https://www.poorvika.com/,"Jothi Nagar, Mudichur Rd, West Tambaram,  Chennai",IT/Business Services,Company,OpenStreetMap
ICICI Bank ATM,https://www.icicibank.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Glossy Women's Fitness And Physiotherapy Centre,https://glossywomensfitnesscentre.business.site/,"Mudichur Rd, Sri Ram Nagar South, Karummariamman Nagar, West Tambaram, Tambaram  Chennai",IT/Business Services,Company,OpenStreetMap
South India AIDS Action Programme,siaapindia.org,first cross street  Chennai,IT/Business Services,Company,OpenStreetMap
DR.MGR illam Boys Hostel,https://www.sathyabama.ac.in/campus-life/hostel-facility,Chennai,IT/Business Services,Company,OpenStreetMap
Dr. M. Gopalakrishnan Boys Hostel,https://www.sathyabama.ac.in/campus-life/hostel-facility,Chennai,IT/Business Services,Company,OpenStreetMap
Col. Dr Jeppiaar Illam Boys Hostel,https://www.sathyabama.ac.in/campus-life/hostel-facility,Chennai,IT/Business Services,Company,OpenStreetMap
Boys Non-veg mess,https://www.sathyabama.ac.in/photo-gallery/mess_photographs,Chennai,IT/Business Services,Company,OpenStreetMap
Block 1,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Colonel Dr. Jeppiaar Memorial,Colonel Dr. Jeppiaar Memorial,Chennai,IT/Business Services,Company,OpenStreetMap
International Research Centre,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 2,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 3,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 4,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Student Activity Center,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 6,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 7,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 8,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 14,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 18,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 16,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 15,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Block 19,https://www.sathyabama.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Raptee.HV HQ,https://www.raptee.com/,Chennai,IT Services,Company,OpenStreetMap
Khivraj triumph Anna Nagar,https://khivrajtriumph.com,Anna Nagar 3rd Avenue  Chennai,IT/Business Services,Company,OpenStreetMap
Nesh Technologies,https://nesh.live,"Dr.VSI Estate, Thiruvanmiyur  Chennai",IT/Business Services,Company,OpenStreetMap
Taneira Sarees,https://stores.taneira.com/taneira/saree-showroom-in-chennai/saree-showroom-in-t-nagar/taneira-showroom-in-t-nagar-chennai--e6f80b58-dce7-44ca-86b1-66bfba87a134/home,Sir Thyagaraya Road  Chennai,IT/Business Services,Company,OpenStreetMap
KinderNest OMR,https://omr.kindernest.in/,"OMR, Kazhipattur  Chennai",IT/Business Services,Company,OpenStreetMap
Center for Composite Materials,https://www.annauniv.edu/CCM/,Center for Excellent Building  Chennai,IT/Business Services,Company,OpenStreetMap
Crafe,https://crafeindia.com/,Periyar Road  Chennai,IT/Business Services,Company,OpenStreetMap
Paati Veedu,https://paativeedu.com/,Bhagirathi Ammal Street  Chennai,IT/Business Services,Company,OpenStreetMap
YJK Technologies,www.yjktechnologies.com,54 Neelai Appadurai NGO Nagar  Chennai,IT/Business Services,Company,OpenStreetMap
The Little Bakes,https://www.instagram.com/the.little.bakes,"8th Street, Railnagar  Chennai",IT/Business Services,Company,OpenStreetMap
ASK 2 PRO,https://ask2pro.com/,Chennai,Business/Consulting,Company,OpenStreetMap
CtrlS Chennai Data Center,https://www.ctrls.com/datacenter-chennai/,Chennai,IT/Business Services,Company,OpenStreetMap
Full Creative,https://full.io/,"International Tech Park, Ascendas, Phase 1, 1st Floor, Pinnacle Building, CSIR Rd, Tharamani  Chennai",IT/Business Services,Company,OpenStreetMap
New Designer Web,https://designerweb.in/,1st Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Khalids biriyani,https://khalidsbiriyani.com/,"2nd Avenue, Anna Nagar West  Chennai",IT/Business Services,Company,OpenStreetMap
Green Apple Banquet Hall,https://green-apple.in/,Anna Nagar West Extension  Chennai,IT/Business Services,Company,OpenStreetMap
ZeQube Technologies,http://zeqube.com,1st Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Chai Kings - Thirumangalam Metro,http://chaikings.dotpe.in,"2nd Avenue, Anna Nagar West  Chennai",IT/Business Services,Company,OpenStreetMap
PSB Hall,http://psbconventions.com,Anna Nagar West Extension  Chennai,IT/Business Services,Company,OpenStreetMap
Beachville,https://beachvillecoffee.com/,"St Marys Road SBI Colony, RA Puram Chennai, 600028 Tamil Nadu India  Chennai",IT/Business Services,Company,OpenStreetMap
Dura Housing,https://durahousing.com,"A. N. Elumalai Salai, Iyyapanthangal  Chennai",IT/Business Services,Company,OpenStreetMap
Gateway Office Parks,https://x-officeparks.com/gateway-office-park-2/,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sutherland Global Services,https://www.sutherlandglobal.com/,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Accenture,https://www.accenture.com/in-en,Grand Southern Trunk Road  Chennai,IT/Business Services,MNC,OpenStreetMap
LeBlanc Interior,https://www.leblancinterior.com/,Ponni Amman Koil Main Rd  Chennai,IT/Business Services,Company,OpenStreetMap
NASTAF Technologies PVT LTD,https://nastaf.com/,"II Floor, Swathi Complex, No. 34, Flat No 2, Nandanam, Chennai, Tamil Nadu  Chennai",IT Services,Company,OpenStreetMap
S&P Signature Villas,https://www.sandp.co.in/,"Gandhi Rd, New Perungalathur, Nedunkundram, Chennai, Tamil Nadu 600127  Chennai",IT/Business Services,Company,OpenStreetMap
M Block (Girls Hostel),https://www.srmist.edu.in,"Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203  Chennai",IT/Business Services,Company,OpenStreetMap
MATHI RESIDENCY,https://www.mathiresidency.com/,Kumarappa Chetty Street  Chennai,IT/Business Services,Company,OpenStreetMap
Freshworks,https://freshworks.com,"Dr MGR Main Road, Kodandarama Nagar  Chennai",IT/Business Services,Company,OpenStreetMap
Institute for Energy Studies (IES),https://www.annauniv.edu/EnergyStudies/,Sardar Patel Road  Chennai,Electric/Energy,Company,OpenStreetMap
Aatral Arangam,https://www.annauniv.edu/EnergyStudies/,Sardar Patel Road  Chennai,IT/Business Services,Company,OpenStreetMap
Vaagai Haier IOT Washing Machine facility,https://ceg.annauniv.edu/ech/HostelConnect,Chennai,IT/Business Services,Company,OpenStreetMap
Institute for Energy Studies Library,https://www.annauniv.edu/EnergyStudies/,Chennai,Electric/Energy,Company,OpenStreetMap
Sterling Software Pvt Ltd,https://sterlingsoftware.global,CSIR road  Chennai,IT Services,Company,OpenStreetMap
Koodam Spaces,https://www.kathakalikoodam.com/general-7,Chennai,IT/Business Services,Company,OpenStreetMap
Wcart,https://wcart.io/,"SIDCO Micro Industrial Estate, Thirumudivakkam  Chennai",IT/Business Services,Company,OpenStreetMap
Eko Paper Products,https://www.ekopaperproducts.in/,Arch andhoniyar nagar  Chennai,IT/Business Services,Company,OpenStreetMap
Chennai International Airport,https://www.chennaiairport.com/,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Indian Institute of Technology Madras,https://www.iitm.ac.in/,Chennai,IT Services,Company,OpenStreetMap
Metaforum technologies,http://www.metaforumtechnologies.com/dot-net-training-in-chennai,"6th St, Thangal karai, Kumaran Colony,Vadapalani  Chennai",IT/Business Services,Company,OpenStreetMap
Kendriya Vidyalaya IIT Chennai,https://chennaiiit.kvs.ac.in/en/,Chennai,IT/Business Services,Company,OpenStreetMap
Maharishi Vidya Mandir,https://www.maharishividyamandirch.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Integral Coach Factory,https://icf.indianrailways.gov.in,Chennai,IT/Business Services,Company,OpenStreetMap
National Institute of Ocean Technology,https://www.niot.res.in/,Chennai,IT Services,Company,OpenStreetMap
Taramani Guest House,https://tgh.iitm.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
National Institute for Siddha,https://nischennai.org/main/,Chennai,IT/Business Services,Company,OpenStreetMap
Hilton Chennai,https://www.hilton.com/en/hotels/maahihi-hilton-chennai/,Jawaharlal Nehru Rd  Chennai,IT/Business Services,Company,OpenStreetMap
Sacred Heart Seminary,https://www.shschennai.org/,Chennai,IT/Business Services,Company,OpenStreetMap
Hindustan Institute of Engineering Technology,https://www.hiet.in/,Chennai,IT Services,Company,OpenStreetMap
Madras High Court,https://www.hcmadras.tn.nic.in/,Chennai,IT/Business Services,Company,OpenStreetMap
VGP Universal Kingdom,https://vgpuniversalkingdom.in/,Chennai,IT/Business Services,Company,OpenStreetMap
MGM Dizzee World,https://www.mgmdizzeeworld.com/,East Coast Road  Chennai,IT/Business Services,Company,OpenStreetMap
SRM Institute of Science and Technology,https://www.srmist.edu.in/,Chennai,IT Services,Company,OpenStreetMap
Chennai Mathematical Institute,https://www.cmi.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Global Infocity Park,https://www.mapletree.com.sg/property/global-infocity-park-chennai/,Dr MGR Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
The Institute of Road Transport,https://irtchennai.in/index.php/en/,Chennai,IT/Business Services,Company,OpenStreetMap
Central Institute of Brackishwater Aquaculture,http://www.ciba.res.in/,Chennai,IT/Business Services,Company,OpenStreetMap
British Deputy High Commission,https://www.gov.uk/world/organisations/british-deputy-high-commissioner-chennai,Anderson Road  Chennai,IT/Business Services,Company,OpenStreetMap
Workafella Teynampet,https://www.workafella.com/,"Anna Salai, Mount Road, Teynampet  Chennai",Business/Consulting,Company,OpenStreetMap
Central Leather Research Institute - CLRI,https://www.clri.org/,Chennai,IT/Business Services,Company,OpenStreetMap
Park Hyatt Chennai,https://chennai.park.hyatt.com,Velachery Road  Chennai,IT/Business Services,Company,OpenStreetMap
National Institute for Research in Tuberculosis,https://www.nirt.res.in/,Mayor Sathyamurthy Road  Chennai,IT/Business Services,Company,OpenStreetMap
Wacto,https://wacto.in/,"Padmini complex, 2nd floor Gandhi nagar 1st main road  Chennai",Business/Consulting,Company,OpenStreetMap
Rohini Silver Screens,https://rohinisilverscreens.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Crocodile Bank,http://www.madrascrocodilebank.org,Chennai,IT/Business Services,Company,OpenStreetMap
HLC International,https://www.headstartschool.org/,Karanai  Chennai,IT/Business Services,Company,OpenStreetMap
Meridian Heights,https://www.lancor.in/newdesign/Project/Residential/Completed/landmark/meridian.aspx,Chennai,IT/Business Services,Company,OpenStreetMap
R3 Ashok Nagar Police Station,tnpolice.gov.in,"2nd Avenue, Ashok Nagar, Raghavan Colony, Kodambakkam, Chennai, Tamil Nadu 600024  Chennai",IT/Business Services,Company,OpenStreetMap
Zoho Corporation,https://www.zoho.com/,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Bucket Building,https://www.zoho.com/,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Desabandhu Plaza,www.SundaramInfotech.com,Whites Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sita devi garodia hindu vidyalaya,http://www.sitadevi.com/,"Kalamegam Street,  Chennai",Electric/Energy,Company,OpenStreetMap
Bharath Institute of Higher Education and Research,https://www.bharathuniv.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
UNIVERCELL,https://www.univercell.in/home,Velachery - Tambaram Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sare Homes,http://www.saregroup.com/projects/omrchennai/dewy-terraces/,Chennai,IT/Business Services,Company,OpenStreetMap
NTC Logistics India (P) Ltd.,https://www.ntclogistics.in/,Chennai,Logistics,Company,OpenStreetMap
Public Health Centre (In Patient Block),https://www.phc-mc.org/,Lake View Road  Chennai,IT/Business Services,Company,OpenStreetMap
Vellore Institute of Technology - Chennai,https://chennai.vit.ac.in/,Vandalur Kelambakkam Road  Chennai,IT Services,Company,OpenStreetMap
Chennai Snake Park,http://cspt.in/thechennaisnakepark.php?t=1,Guindy Park Service Road  Chennai,IT/Business Services,Company,OpenStreetMap
MADRAS KALI BARI,http://madraskalibari.org/,Umapathy street Extn.  Chennai,IT/Business Services,Company,OpenStreetMap
Gogo Cabs Private Limited,https://www.gogocabs.com/,Ayambakkam Main Rd  Chennai,IT/Business Services,Company,OpenStreetMap
GoFix Solutions - Head Office,https://gofix.co.in/,E VK Sampath Rd  Chennai,Business/Consulting,Company,OpenStreetMap
Consulate General of the Russian Federation,http://www.chennai.mid.ru,Santhome High Road  Chennai,IT/Business Services,Company,OpenStreetMap
KOKA TECHNOLOGY,https://www.k2schoolmanagementsoftware.com/,Vellalar st  Chennai,IT Services,Company,OpenStreetMap
Nilgiri's,https://www.nilgiris1905.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Lemon Tree Hotel Shimona,https://www.lemontreehotels.com/,Mount Poonamallee Highway  Chennai,IT/Business Services,Company,OpenStreetMap
Dindigul Thalappakatti,https://www.thalappakatti.com/,Venu Reddy Street  Chennai,IT/Business Services,Company,OpenStreetMap
G.R. THANGA MALIGAI FIRM,https://www.grtjewels.com/,Usman Road  Chennai,IT/Business Services,Company,OpenStreetMap
Poshmark India Private Limited,https://poshmark.com,"KRM Plaza, Harrington Rd, Chetpet  Chennai",IT/Business Services,Company,OpenStreetMap
GRT Grand Days,https://grthotels.com/amp/chennai.html,Chennai,IT/Business Services,Company,OpenStreetMap
Crossway Parklane Airport,https://www.crosswayparklane.com/,Veteran Lane  Chennai,IT/Business Services,Company,OpenStreetMap
Lakshmi Vilas Bank,https://www.lvbank.com,Chennai,IT/Business Services,Company,OpenStreetMap
Wood Pecker Furniture,https://www.woodpeckerfurniture.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Tarka Labs,https://tarkalabs.com/,7th Avenue  Chennai,IT Services,Company,OpenStreetMap
Zuan Technologies Private Limited,http://www.zuantechnology.com,UI Colony 1st Cross St  Chennai,IT/Business Services,Company,OpenStreetMap
Priyam Ayurveda Clinic,https://priyamclinic.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Neuberg Diagnostics,https://neubergdiagnostics.com/,Masilamani Road  Chennai,IT/Business Services,Company,OpenStreetMap
Novalnet e-Solutions Pvt. Ltd.,https://www.novalnet-solutions.com/,Erikkarai Street  Chennai,Business/Consulting,Company,OpenStreetMap
Spencer's Food World,https://www.spencers.in/,Avvai Shanmugam Salai  Chennai,IT/Business Services,Company,OpenStreetMap
Rakki Cinemas,https://www.rakkicinemas.com/,Chennai,IT/Business Services,Company,OpenStreetMap
Workafella Alwarpet,https://www.workafella.com/,"TT Krishnamachari Rd, CIT Colony, Alwarpet  Chennai",Business/Consulting,Company,OpenStreetMap
Raj Park Hotel - Chennai,https://www.rajpark.com/alwarpet-chennai-hotel/,Parthasarathy Garden  Chennai,IT/Business Services,Company,OpenStreetMap
"Essentia Premier Hotel, Chennai",https://www.essentiahotels.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Ullagaram World of Titan,https://www.titan.co.in,Medavakkam Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
The K11 Golden Gate,https://www.k11rooms.in,Pasumpon Muthuramalingar Thevar Salai (Chamiers Road)  Chennai,IT/Business Services,Company,OpenStreetMap
Nxtra Data Chennai,https://www.nxtra.in/data_center/chennai-data-centre/,Chennai,IT/Business Services,Company,OpenStreetMap
Workafella Sholinganallur,https://www.workafella.com/,"SH 49A, OMR, Sholinganallur  Chennai",IT/Business Services,Company,OpenStreetMap
Unique MEP Engineering Private Limited,https://www.unique-mep.com/,EVR Periyar Salai  Chennai,IT/Business Services,Company,OpenStreetMap
Ejji K. Umamahesh,www.ejji.mysite.com,Beach Rd  Chennai,IT/Business Services,Company,OpenStreetMap
Inkmonk,https://inkmonk.com,Nelson Manickam Road  Chennai,IT/Business Services,Company,OpenStreetMap
Raysoft Infotech Private Limited,https://raysoftinfotech.com/,"1st STreet, Kalyan Nagar, Mudichur Road  Chennai",IT Services,Company,OpenStreetMap
Ultimate Fitness Centre - Adyar,https://myultimatefitnesscentre.com/,Teachers Colony  Chennai,IT/Business Services,Company,OpenStreetMap
Dr. M.G.R. Educational and Research Institute,https://www.drmgrdu.ac.in/,Chennai,IT/Business Services,Company,OpenStreetMap
VIJAYAKUMAR IAS ACADEMY,https://vijayakumariasacademy.com/,Vetri Vinayagar Street  Chennai,IT/Business Services,Company,OpenStreetMap
Shanthi Dham,https://www.brahmakumaris.org/,3rd Avenue Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Diha Clinic,https://dihaclinic.org/,Nanganallur 6th Main Road  Chennai,IT/Business Services,Company,OpenStreetMap
Kiddos Stationery Pvt Ltd,https://www.smilykiddos.in/,Thiruvalluvar Salai  Chennai,IT/Business Services,Company,OpenStreetMap
Varnas/Mudra Stamps,www.mudra.in,RK Mutt Road  Chennai,IT/Business Services,Company,OpenStreetMap
Sri Sai Ink Providers,https://www.srisaiinks.in/,Chennai,IT/Business Services,Company,OpenStreetMap
Saravana Stores,https://www.supersaravanastores.com/,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Chokkidhani,http://chokhidhanichennai.com,Chennai,IT/Business Services,Company,OpenStreetMap
Head Post Office - St. Thomas Mount,https://www.indiapost.gov.in,Grand Southern Trunk Road  Chennai,IT/Business Services,Company,OpenStreetMap
Grand Square,https://www.grandsquare.in/,Taramani Road  Chennai,IT/Business Services,Company,OpenStreetMap
VANNIPAKKAM VILLAGE,http://www.onefivenine.com/india/villages/Thiruvallur/Minjur/Vannipakkam,Manali Ponneri Road  Chennai,IT/Business Services,Company,OpenStreetMap
Total mall,www.totalmall.com,Coats Road  Chennai,IT/Business Services,Company,OpenStreetMap
The Village,http://www.the-village.in,Old Mahabalipuram Road  Chennai,IT/Business Services,Company,OpenStreetMap
Pushpadruma,http://pushpadruma.com,Old Mahabalipuram Road  Chennai,IT/Business Services,MNC,OpenStreetMap
St Joseph's Instittute of Technology,https://stjosephstechnology.ac.in/web/index.html,Chennai,IT Services,Company,OpenStreetMap
Hindustan University,https://www.hindustanuniv.ac.in/,Rajiv Gandhi Salai  Chennai,IT/Business Services,Company,OpenStreetMap
