Company Name,Company Website,Company Location,Sector,Classification,Source
Truckrr Information services,https://www.truckrr.com/,"New MGR Road, Veeramamunivar, 1st street  CHENNAI",IT Services,Startup,OpenStreetMap (Overpass)
Awfis,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Khalf Co-works,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Alumni Affairs Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
PBR Associates,,Bhagirathi Ammal Street  Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Murugan Tinkering Works,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Utimax Industrial Solutions Pvt Ltd,,"Porur, Chennai Radius",Company/Office,Company,OpenStreetMap (Overpass)
tambaram greater municipality school,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Nibav Towers - Nibav lifts,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Stats Perform India Pvt Ltd - ஸ்டேட்ஸ் பெர்பார்ம் இந்தியா ப்வ்ட் லட,https://www.statsperform.com/,"Madhar Sha Tower, Anna Salai, Thousand Lights East  Chennai",Company/Office,Company,OpenStreetMap (Overpass)
efiletax,https://www.efiletax.in/,"18th Main Road, Anna Nagar West  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
South India AIDS Action Programme,siaapindia.org,first cross street,Company/Office,Startup,OpenStreetMap (Overpass)
research park,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Blue Dart,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Fits Air,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
LIC,,"Porur, Chennai Radius",Fintech,Startup,OpenStreetMap (Overpass)
MGR research University,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Residency Builders,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Sri Venkateswara Vidyalaya,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Pynesec Technologies Private Limited - Cyber security Services Company,https://www.pynesec.com/,Samayapuram Nagar Main Road  porur,IT Services,Startup,OpenStreetMap (Overpass)
Sri Chaitanya School,www.srichaitanyaschool.net,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
SITE,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Nesh Technologies,https://nesh.live,"Dr.VSI Estate, Thiruvanmiyur  chennai",IT Services,Startup,OpenStreetMap (Overpass)
G P Strategies,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Integrated Sub Registrar Office's Campus,,"TNHB, Nolambur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037",Company/Office,Startup,OpenStreetMap (Overpass)
Center for Composite Materials,https://www.annauniv.edu/CCM/,Center for Excellent Building  Guindy,Company/Office,Startup,OpenStreetMap (Overpass)
"Regional Transport Office,Meenambakkam",,"Meenambakkam, New St, Mela Ilandaikulam, Alandur,  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
Inoesis,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Earthana,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Layotos Technologies Pvt LTD,,"Porur, Chennai Radius",Company/Office,Company,OpenStreetMap (Overpass)
Yash Infosytems,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
"Maharishi Vidya Mandir, Bala Bhavan Akila Valagam",,Govinda Street  Chennai,IT Services,Startup,OpenStreetMap (Overpass)
Dexterity Design Services,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
admin block,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
L.A.S Tower,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Bahwan Cybertek Pvt. Ltd.,,"Porur, Chennai Radius",Company/Office,Company,OpenStreetMap (Overpass)
Full Creative,https://full.io/,"International Tech Park, Ascendas, Phase 1, 1st Floor, Pinnacle Building, CSIR Rd, Tharamani  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
New Designer Web,https://designerweb.in/,1st Main Road,Company/Office,Startup,OpenStreetMap (Overpass)
Survey House,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
ONGC Anna Nagar Office Complex,,Anna Nagar West Extension,Company/Office,Startup,OpenStreetMap (Overpass)
ZeQube Technologies,http://zeqube.com,1st Main Road,Company/Office,Startup,OpenStreetMap (Overpass)
Laptop Spa,,Anna Nagar West Extension,Company/Office,Startup,OpenStreetMap (Overpass)
Dura Housing,https://durahousing.com,"A. N. Elumalai Salai, Iyyapanthangal  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
Gateway Office Parks,https://x-officeparks.com/gateway-office-park-2/,Grand Southern Trunk Road,Company/Office,Startup,OpenStreetMap (Overpass)
Sutherland Global Services,https://www.sutherlandglobal.com/,Grand Southern Trunk Road,Company/Office,Startup,OpenStreetMap (Overpass)
Accenture,https://www.accenture.com/in-en,Grand Southern Trunk Road,Company/Office,MNC,OpenStreetMap (Overpass)
Central Warehousing Corporation Regional Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
LeBlanc Interior,https://www.leblancinterior.com/,Ponni Amman Koil Main Rd  Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
NASTAF Technologies PVT LTD,https://nastaf.com/,"II Floor, Swathi Complex, No. 34, Flat No 2, Nandanam, Chennai, Tamil Nadu  Chennai",IT Services,Company,OpenStreetMap (Overpass)
M SYSTEM & SERVICES,,"2nd Street, Part-2 Venkateswara Nagar, Kodungaiyur  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
Kiran Packaging,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Zilogic Systems Private Limited (Block III),,"2nd Floor, Ragula Tech Park, Dr. VSI Estate  Tharamani",Company/Office,Startup,OpenStreetMap (Overpass)
Freshworks,https://freshworks.com,"Dr MGR Main Road, Kodandarama Nagar  Perungudi",IT Services,Startup,OpenStreetMap (Overpass)
Administration Block,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Center for Innovation,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamilnadu Real Estate Regulatory Authority (TNRERA),,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Sterling Software Pvt Ltd,https://sterlingsoftware.global,CSIR road,Company/Office,Company,OpenStreetMap (Overpass)
L&T Shipbuilding,,Mount - Poonamallee - Avadi Road,Company/Office,Startup,OpenStreetMap (Overpass)
Wcart,https://wcart.io/,"SIDCO Micro Industrial Estate, Thirumudivakkam  Chennai",IT Services,Startup,OpenStreetMap (Overpass)
"Joint Office, Southern Railway",,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Government Legislature & Secretariat,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
U.S. Consulate General,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Integral Coach Factory,https://icf.indianrailways.gov.in,Chennai,Hardware/Manufacturing,Startup,OpenStreetMap (Overpass)
Ezhilagam,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Panagal Maaligai,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
All India Radio Station,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Water Supply and Drainage Board,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Public Works Department,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Cognizant Technology Solutions Pvt. Ltd.,,"Porur, Chennai Radius",Company/Office,MNC,OpenStreetMap (Overpass)
Cafeteria Block,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
SDB-2,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
SDB-3,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
SDB-4,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
SDB-1,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Computer Science Corporation (CSC),,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
MEPZ administrative office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Vijaya Garments,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
CPCL Refinery,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Basin Bridge MTC Depot,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Institute of Ocean Management,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
HCL Technologies,,"Porur, Chennai Radius",Company/Office,MNC,OpenStreetMap (Overpass)
Sun TV Network Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
TVH Realtors,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Directorate of Public Instruction Campus - DPI,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
British Deputy High Commission,https://www.gov.uk/world/organisations/british-deputy-high-commissioner-chennai,Anderson Road,Company/Office,Startup,OpenStreetMap (Overpass)
Fort - Tondiarpet Taluk Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
"Institute of Engineers,Chennai Chapter",,Swami Sivananda Salai  chepauk,IT Services,Startup,OpenStreetMap (Overpass)
Highway Research Station,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Chennai Collectorate,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Perambur- Purasawalkam Taluk Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Corporation Ward 176 Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Barath Sanchar Ningam Limited,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamilnadu Electricity Board (TNEB) office,,"SAF Games Village, Koyambedu  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
"RTO Office, Chinmaya Nagar",,Chinmaya Nagar  Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Ruby Builders,,Velachery - Tambaram Main Road,Company/Office,Startup,OpenStreetMap (Overpass)
Siri Towers,,"Fourrts Avenue, Thuraipakkam  Chennai",IT Services,Startup,OpenStreetMap (Overpass)
Office of the Deputy Director - Medical Services,,Jones Road,Company/Office,Startup,OpenStreetMap (Overpass)
Highways Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Consulate General of the Russian Federation,http://www.chennai.mid.ru,Santhome High Road,Company/Office,Startup,OpenStreetMap (Overpass)
Ambattur Taluk Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Velankanni Matriculation Higher Secondary School,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Website Learners,,"Raja Badar Street  T.Nagar, Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
Madras ENT Research Foundation Speech Trainning,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
ELCOT (Electronic Corporation of Tamil Nadu),,chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Sedin Technologies Dev Center,,Kamatchi Puram 2nd Street  Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Talent Reach International,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Novalnet e-Solutions Pvt. Ltd.,https://www.novalnet-solutions.com/,Erikkarai Street  Chennai,IT Services,Company,OpenStreetMap (Overpass)
Drona Systems,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
PayPal,,Rajiv Gandhi Salai  Chennai,IT Services,Startup,OpenStreetMap (Overpass)
DesignQube Architects and Interiors,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Gnaya Vaapi,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Unique MEP Engineering Private Limited,https://www.unique-mep.com/,EVR Periyar Salai  Chennai,IT Services,Startup,OpenStreetMap (Overpass)
VIJAYAKUMAR IAS ACADEMY,https://vijayakumariasacademy.com/,"Vetri Vinayagar Street  Thirumangalam, Chennai",IT Services,Startup,OpenStreetMap (Overpass)
TamilNadu Housing Board,,"Ambattur Estate Road  Thirumangalam, Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
Central Electronics Engineering Institute,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
corporation office Thiruvanmiyur,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Cognizant Technology Solutions,,Elcot SEZ  Chennai City Corporation Limits,IT Services,MNC,OpenStreetMap (Overpass)
HTC Global Servicces,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Tamil Nadu Bio-Diversity Conservation and Greening Project,http://www.tbgp.org,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Employees state insurance office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Snegam government support center,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
St. Thomas Mount Cantonment Board Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Regional Revenue Office - Ambattur,,Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Films Division,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
TVS Green Hills,,"Porur, Chennai Radius",Business Consulting,Startup,OpenStreetMap (Overpass)
Alandur Taluk Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Prince Info City I,,"Old Mahabalipuram Road, Kandanchavadi  Chennai",IT Services,Startup,OpenStreetMap (Overpass)
University Of Madras - Taramani Campus,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
WidEva Systems Pvt Ltd,https://www.wideva.com,"Bazaar Street, Kunrathur  Chennai",Company/Office,Company,OpenStreetMap (Overpass)
Super Auto Forge Plant 6,,"Porur, Chennai Radius",Hardware/Manufacturing,Startup,OpenStreetMap (Overpass)
"J&F India Private Limited, Radiance Towers",https://www.jf.ag/en,"33 Feet Road, Anna Salai, Guindy  Chennai",Company/Office,Startup,OpenStreetMap (Overpass)
Sanitation Inspection Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Government eSeva Center,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Red Hills Regional Transport Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Microchip Technology India,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Chennai Corporation e-Sevai Centre,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
United India Building,,"Porur, Chennai Radius",Fintech,Startup,OpenStreetMap (Overpass)
"Integrated Commercial Taxes Office Complex, Chennai (North) Division",,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Clive House - Archaeological Survey of India,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
BSNL,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Chennai District Collector's Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Custom House,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Directorate of Lighthouses and Lightships,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Chennai Metropolitan Water Supply & Sewerage Board,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Consulate General of the Federal Republic of Germany,https://india.diplo.de/in-en/vertretungen/generalkonsulat2,Boat Club Road  Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Electricity Board Head Office,,Link Road  Chennai,Company/Office,Startup,OpenStreetMap (Overpass)
Chennai Metropolitan Water Supply and Sewerage Board,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
The Bible Society of India Tamil Nadu Auxillary,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Bharat Sanchar Nigam Limited,,Dams Road  Chennai,IT Services,Startup,OpenStreetMap (Overpass)
Urban Administration Building,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Reserve Bank of India,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Vallalar Nagar Bus Depot,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Commercial Taxes and Registration Department,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Information Comission,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Department of Animal Husbandry & Department of Fisheries,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Finance Department,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Forest Department,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Small Industries Development Corporation,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Directorate Of Industrial Safety and Health,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Office of the Accountant General (A & E) Tamil Nadu,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Geological Survey of India,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Commercial Tax Offices,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
National Insurance Company,,"Porur, Chennai Radius",Fintech,Startup,OpenStreetMap (Overpass)
Narayana Guruviah Chetty's Charities,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
Y. V Kotiah Charities Building,,"Porur, Chennai Radius",IT Services,Startup,OpenStreetMap (Overpass)
GCC Zone 5 Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
M M Garden,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Hyoseong Electric India,,"Porur, Chennai Radius",Hardware/Manufacturing,Startup,OpenStreetMap (Overpass)
Amma People's Progressive Federation (AMMK) Party Headquarters,,"Westcott Road  Royapettah, Chennai",IT Services,Startup,OpenStreetMap (Overpass)
Corporation of Chennai Lorry Depot,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Greater Chennai Corporation Zone 8 Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Center for Excellence,,center for excellent block  Guindy,Company/Office,Startup,OpenStreetMap (Overpass)
NueGo Bus Depot,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu Housing Board - Head Office,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Ragula Tech Park,,"OMR Service Road, Phase 1, Vikram Sarabhai Instronics Estate,  Tharamani",Company/Office,Startup,OpenStreetMap (Overpass)
Southern Railways Headquarters,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Chennai Port,https://www.chennaiport.gov.in/,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Kasimedu Fishing Harbour,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Society for Electronic Transactions and Security,https://www.setsindia.in/,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Tamil Nadu State Legislature,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
Rajaji Bhavan,,"Porur, Chennai Radius",Company/Office,Startup,OpenStreetMap (Overpass)
