Company Name,Company Website,Company Location,Sector,Classification,Source
HCL Technologies,,"Porur, Chennai Radius",Other/Company,MNC,OpenStreetMap
Sun TV Network Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
TVH Realtors,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Fort - Tondiarpet Taluk Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
"Institute of Engineers,Chennai Chapter",,Swami Sivananda Salai,IT Services,Company,OpenStreetMap
Highway Research Station,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Chennai Collectorate,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Perambur- Purasawalkam Taluk Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Corporation Ward 176 Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Barath Sanchar Ningam Limited,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamilnadu Electricity Board (TNEB) office,,"SAF Games Village, Koyambedu",Other/Company,Company,OpenStreetMap
Ruby Builders,,Velachery - Tambaram Main Road,Other/Company,Company,OpenStreetMap
Siri Towers,,"Fourrts Avenue, Thuraipakkam",IT Services,Company,OpenStreetMap
Highways Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Consulate General of the Russian Federation,http://www.chennai.mid.ru,Santhome High Road,Other/Company,Company,OpenStreetMap
Ambattur Taluk Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Website Learners,,Raja Badar Street,Other/Company,Company,OpenStreetMap
Madras ENT Research Foundation Speech Trainning,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
ELCOT (Electronic Corporation of Tamil Nadu),,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Sedin Technologies Dev Center,,Kamatchi Puram 2nd Street,Other/Company,Company,OpenStreetMap
Talent Reach International,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Novalnet e-Solutions Pvt. Ltd.,https://www.novalnet-solutions.com/,Erikkarai Street,IT Services,Company,OpenStreetMap
Drona Systems,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
PayPal,,Rajiv Gandhi Salai,IT Services,Company,OpenStreetMap
DesignQube Architects and Interiors,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Gnaya Vaapi,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Unique MEP Engineering Private Limited,https://www.unique-mep.com/,EVR Periyar Salai,IT Services,Company,OpenStreetMap
VIJAYAKUMAR IAS ACADEMY,https://vijayakumariasacademy.com/,Vetri Vinayagar Street,IT Services,Company,OpenStreetMap
TamilNadu Housing Board,,Ambattur Estate Road,Other/Company,Company,OpenStreetMap
Central Electronics Engineering Institute,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Cognizant Technology Solutions,,Elcot SEZ,IT Services,MNC,OpenStreetMap
HTC Global Servicces,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Employees state insurance office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Snegam government support center,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
St. Thomas Mount Cantonment Board Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Regional Revenue Office - Ambattur,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Films Division,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
TVS Green Hills,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Alandur Taluk Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Prince Info City I,,"Old Mahabalipuram Road, Kandanchavadi",IT Services,Company,OpenStreetMap
WidEva Systems Pvt Ltd,https://www.wideva.com,"Bazaar Street, Kunrathur",Other/Company,Company,OpenStreetMap
Super Auto Forge Plant 6,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
"J&F India Private Limited, Radiance Towers",https://www.jf.ag/en,"33 Feet Road, Anna Salai, Guindy",Other/Company,Company,OpenStreetMap
Sanitation Inspection Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Government eSeva Center,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Red Hills Regional Transport Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Microchip Technology India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Chennai Corporation e-Sevai Centre,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
United India Building,,"Porur, Chennai Radius",Fintech,Company,OpenStreetMap
BSNL,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Chennai District Collector's Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Custom House,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Directorate of Lighthouses and Lightships,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Electricity Board Head Office,,Link Road,Other/Company,Company,OpenStreetMap
Bharat Sanchar Nigam Limited,,Dams Road,Other/Company,Company,OpenStreetMap
Urban Administration Building,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Reserve Bank of India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Vallalar Nagar Bus Depot,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Information Comission,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Finance Department,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Forest Department,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu Small Industries Development Corporation,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Directorate Of Industrial Safety and Health,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Geological Survey of India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Commercial Tax Offices,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
National Insurance Company,,"Porur, Chennai Radius",Fintech,Company,OpenStreetMap
Narayana Guruviah Chetty's Charities,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
Y. V Kotiah Charities Building,,"Porur, Chennai Radius",IT Services,Company,OpenStreetMap
GCC Zone 5 Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
M M Garden,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Hyoseong Electric India,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Corporation of Chennai Lorry Depot,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Greater Chennai Corporation Zone 8 Office,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Center for Excellence,,center for excellent block,Other/Company,Company,OpenStreetMap
NueGo Bus Depot,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Ragula Tech Park,,"OMR Service Road, Phase 1, Vikram Sarabhai Instronics Estate,",Other/Company,Company,OpenStreetMap
Southern Railways Headquarters,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Chennai Port,https://www.chennaiport.gov.in/,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Kasimedu Fishing Harbour,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Society for Electronic Transactions and Security,https://www.setsindia.in/,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Tamil Nadu State Legislature,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
Rajaji Bhavan,,"Porur, Chennai Radius",Other/Company,Company,OpenStreetMap
